"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"2025","yellow",TRUE,5.03e-07,2608,457,118,0.258,0.045,"GO:0031224","CC",16,"intrinsic component of membrane",3,"ABCB4,ITGAL,CD79B,STAB1,CD4,TYROBP,SLC11A1,CD74,TNFRSF1B,MSR1,HERPUD1,CYBA,KCNQ1,LPAR2,CD84,DHRS9,PTPRC,SIGLEC1,FXYD5,CMTM6,TREM2,IL12RB1,KCNK6,NCF4,SLC17A9,TNFSF13B,CD37,RASAL3,SLC1A5,SIGLEC8,CD33,TGFBR1,SYNGR2,IL10RA,TCIRG1,CLEC2B,SELPLG,C7,NCF2,CSF3R,KCNJ5,ADCY7,CCRL2,RAMP3,NCKAP1L,ABCC4,CD68,IL13RA1,LYVE1,CD164,GYPC,TLR2,LPAR6,SCAMP2,ITGAX,IGSF6,CMTM3,SLC2A5,CD53,ST14,CACNA2D4,KCNK13,CMTM7,LY96,SLC7A7,SLC26A2,NCF1,FCER1G,M1AP,ITGB2,TREML1,CXCL16,LAPTM5,CCR1,CYBB,FOLR2,NAALADL1,CX3CR1,ADRB2,P2RY12,PTAFR,ITGAM,SLC16A5,CD14,FPR1,GPR34,C3AR1,CLEC7A,OLR1,TLR10,TLR1,CMKLR1,KCNE3,UCP2,CD163,IL17RA,FZD2,P2RY13,CSF1R,EVI2B,SELL,HLA-DRB1,HLA-DQA1,GAL3ST4,SPN,CSF2RA,TGM2,HLA-DRA,LST1,LILRB3,HLA-F,HLA-DPB1,HLA-DPA1,HLA-B,NFAM1,LILRA2,CD302,ADORA3",2.41313207065602
"2026","yellow",TRUE,5.04e-07,2516,457,115,0.252,0.046,"GO:0016021","CC",16,"integral component of membrane",4,"ABCB4,ITGAL,CD79B,STAB1,CD4,TYROBP,SLC11A1,CD74,TNFRSF1B,MSR1,HERPUD1,CYBA,KCNQ1,LPAR2,CD84,DHRS9,PTPRC,SIGLEC1,FXYD5,CMTM6,TREM2,IL12RB1,KCNK6,NCF4,SLC17A9,TNFSF13B,CD37,SLC1A5,SIGLEC8,CD33,TGFBR1,SYNGR2,IL10RA,TCIRG1,CLEC2B,SELPLG,C7,NCF2,CSF3R,KCNJ5,ADCY7,CCRL2,RAMP3,NCKAP1L,ABCC4,CD68,IL13RA1,LYVE1,CD164,GYPC,TLR2,LPAR6,SCAMP2,ITGAX,IGSF6,CMTM3,SLC2A5,CD53,ST14,CACNA2D4,KCNK13,CMTM7,LY96,SLC7A7,SLC26A2,NCF1,FCER1G,M1AP,ITGB2,TREML1,CXCL16,LAPTM5,CCR1,CYBB,NAALADL1,CX3CR1,ADRB2,P2RY12,PTAFR,ITGAM,SLC16A5,CD14,FPR1,GPR34,C3AR1,CLEC7A,OLR1,TLR10,TLR1,CMKLR1,KCNE3,UCP2,CD163,IL17RA,FZD2,P2RY13,CSF1R,EVI2B,SELL,HLA-DRB1,HLA-DQA1,GAL3ST4,SPN,CSF2RA,HLA-DRA,LST1,LILRB3,HLA-F,HLA-DPB1,HLA-DPA1,HLA-B,NFAM1,LILRA2,CD302,ADORA3",2.44937931558285
"2027","yellow",TRUE,0.00551,189,457,18,0.039,0.095,"GO:0098589","CC",16,"membrane region",3,"CD4,BTK,TNFRSF1B,LCP2,KCNQ1,LAT2,HCK,TGFBR1,SELPLG,PLVAP,TLR2,MYOF,ITGB2,ITGAM,CD14,TLR1,KCNE3,LYN",3.84464690206871
"2028","yellow",TRUE,0.00345,183,457,18,0.039,0.098,"GO:0098857","CC",16,"membrane microdomain",4,"CD4,BTK,TNFRSF1B,LCP2,KCNQ1,LAT2,HCK,TGFBR1,SELPLG,PLVAP,TLR2,MYOF,ITGB2,ITGAM,CD14,TLR1,KCNE3,LYN",NA
"2029","yellow",TRUE,0.00319,182,457,18,0.039,0.099,"GO:0045121","CC",16,"membrane raft",5,"CD4,BTK,TNFRSF1B,LCP2,KCNQ1,LAT2,HCK,TGFBR1,SELPLG,PLVAP,TLR2,MYOF,ITGB2,ITGAM,CD14,TLR1,KCNE3,LYN",5.49930991250775
"2030","yellow",TRUE,4.38e-08,3385,457,146,0.319,0.043,"GO:0044421","CC",16,"extracellular region part",2,"FGR,ABCB4,ITGAL,SCIN,CD79B,PTBP1,ALOX5,WAS,CD74,RNASET2,GRN,CP,CTSA,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,MMP2,LYZ,ANGPT2,PTGS1,MFNG,TSPO,PYGL,CTSZ,MYL12A,PARP4,GSDMD,MAN2B1,CD37,RASAL3,EBI3,SLC1A5,TGFB1,HAMP,CPVL,SYNGR2,FAM20A,CTSC,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,GNLY,OLFML3,VAMP8,NPC2,TGFBI,PLBD1,FMOD,PLAU,NCKAP1L,F13A1,RREB1,C3,VASP,FGL2,APOC1,PLVAP,ARPC1B,CAP1,CHIT1,TPT1,LYVE1,RPS15A,DOCK2,FAM129A,LCP1,MYOF,SCAMP2,SLC2A5,CD53,S100A8,IQGAP2,PLA2G7,RSU1,FERMT3,IL18,SLC26A2,HIST1H2BD,C1QC,ITGB2,CXCL16,ARPC5,CTSS,S100A11,MNDA,ANXA5,CTSB,FBP1,TMEM52B,SPINT1,C2,B2M,TMIGD2,CD300A,TMC8,LGALS9,RNASE2,RNASE3,RNASE6,ITGAM,CD14,CYTL1,OSCAR,COL8A2,IL16,C1QB,C1QA,LILRB4,RPL14,HLA-DRB1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,HIST1H2BK,PLCG2,RPL39,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,CFI,IGHG1,ANG,HMSD,HLA-B,APOC2,NME2,LYN,APOC4,HIST2H2AA4,CYFIP1,HIST1H2AE,CCL3,HSA-MIR-142",2.64763705849803
"2031","yellow",TRUE,1.39e-09,2152,457,110,0.241,0.051,"GO:0043230","CC",16,"extracellular organelle",3,"FGR,ABCB4,ITGAL,SCIN,CD79B,PTBP1,WAS,CD74,RNASET2,GRN,CP,CTSA,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,LYZ,PTGS1,TSPO,PYGL,CTSZ,MYL12A,PARP4,MAN2B1,CD37,RASAL3,SLC1A5,CPVL,SYNGR2,FAM20A,CTSC,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,OLFML3,VAMP8,NPC2,TGFBI,PLAU,NCKAP1L,RREB1,C3,VASP,FGL2,PLVAP,ARPC1B,CAP1,TPT1,LYVE1,RPS15A,DOCK2,FAM129A,LCP1,MYOF,SCAMP2,SLC2A5,CD53,S100A8,IQGAP2,RSU1,FERMT3,SLC26A2,HIST1H2BD,ITGB2,ARPC5,S100A11,MNDA,ANXA5,CTSB,FBP1,TMEM52B,SPINT1,C2,B2M,CD300A,TMC8,RNASE2,ITGAM,CD14,OSCAR,LILRB4,RPL14,HLA-DRB1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,PLCG2,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,CFI,IGHG1,HLA-B,NME2,LYN,HIST2H2AA4,CYFIP1,HIST1H2AE",3.1928178708395
"2032","yellow",TRUE,3.16e-09,3210,457,144,0.315,0.045,"GO:0005615","CC",16,"extracellular space",3,"FGR,ABCB4,ITGAL,SCIN,CD79B,PTBP1,ALOX5,WAS,CD74,RNASET2,GRN,CP,CTSA,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,MMP2,LYZ,ANGPT2,PTGS1,MFNG,TSPO,PYGL,CTSZ,MYL12A,PARP4,GSDMD,MAN2B1,CD37,RASAL3,EBI3,SLC1A5,TGFB1,HAMP,CPVL,SYNGR2,FAM20A,CTSC,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,GNLY,VAMP8,NPC2,TGFBI,PLBD1,FMOD,PLAU,NCKAP1L,F13A1,RREB1,C3,VASP,FGL2,APOC1,PLVAP,ARPC1B,CAP1,CHIT1,TPT1,LYVE1,RPS15A,DOCK2,FAM129A,LCP1,MYOF,SCAMP2,SLC2A5,CD53,S100A8,IQGAP2,PLA2G7,RSU1,FERMT3,IL18,SLC26A2,HIST1H2BD,C1QC,ITGB2,CXCL16,ARPC5,CTSS,S100A11,MNDA,ANXA5,CTSB,FBP1,TMEM52B,SPINT1,C2,B2M,TMIGD2,CD300A,TMC8,LGALS9,RNASE2,RNASE3,RNASE6,ITGAM,CD14,CYTL1,OSCAR,IL16,C1QB,C1QA,LILRB4,RPL14,HLA-DRB1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,HIST1H2BK,PLCG2,RPL39,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,CFI,IGHG1,ANG,HMSD,HLA-B,APOC2,NME2,LYN,APOC4,HIST2H2AA4,CYFIP1,HIST1H2AE,CCL3,HSA-MIR-142",3.77883368349914
"2033","yellow",TRUE,2.2e-11,3550,457,161,0.352,0.045,"GO:0012505","CC",16,"endomembrane system",1,"FGR,ITGAL,CD79B,CD4,TYROBP,ALOX5,SLC11A1,CD74,RNASET2,TNFRSF1B,GRN,CP,HERPUD1,CYBA,KCNQ1,TBXAS1,CTSA,CNN2,YBX1,STK10,DHRS9,PTGS2,ST6GAL1,STXBP2,PTPRC,MGST2,LPCAT2,LYZ,DTX2,CMTM6,PTGS1,CYTH4,NCF4,PYGL,RIN3,CTSZ,MSLN,PYCARD,ATP8B4,GSDMD,MAN2B1,EBI3,TGFB1,CD33,SYNGR2,FAM20A,CTSC,UNC93B1,TCIRG1,PTPN6,DSE,ST8SIA4,WNT5A,PLA2G4A,RAB32,VAMP8,NPC2,TGFBI,FMOD,PLAU,ARHGAP9,NCKAP1L,F13A1,ABCC4,C3,FGD3,FGL2,CD68,RHBDF2,APOC1,ATP8B3,GMFG,CAP1,ALOX5AP,CHIT1,TPT1,DOCK2,CD164,RPS6,TLR2,MYOF,SCAMP2,ITGAX,SLC2A5,CD53,FCGR2A,S100A8,PLAC8,LHFPL2,IQGAP2,FGD2,GBGT1,FERMT3,FCGR1A,ACSL1,LY96,DRAM2,FCER1G,ITGB2,HK3,ASGR2,ARPC5,CTSS,S100A11,MNDA,SPRY1,RNF123,SYTL3,CTSB,CYBB,PLD4,B2M,SNX20,CYP2S1,LAIR1,CD300A,TMC8,REEP4,ADRB2,RNASE2,RNASE3,PTAFR,ITGAM,CD14,OSCAR,FPR1,RGS19,COL8A2,C3AR1,SPTLC3,HPSE,OLR1,TLR1,TBC1D10C,B3GNT5,TMEM50A,SELL,HLA-DRB1,TLR7,HLA-DQA1,CASP4,SERPINA1,CFD,FCGR1B,TOR4A,CES1,HLA-DRA,LST1,LILRB3,HLA-F,TMSB4X,HLA-DPB1,HLA-DPA1,HLA-B,APOC2,NFAM1,NME2,LYN,SIGLEC14,IKBKE,CYFIP1",2.32780177646244
"2034","yellow",TRUE,2.86e-15,4569,457,203,0.444,0.044,"GO:0071944","CC",16,"cell periphery",1,"FGR,ABCB4,ITGAL,SCIN,CD79B,STAB1,CD4,BTK,TYROBP,SLC11A1,CD74,TNFRSF1B,MSR1,ADAM28,LCP2,CYBA,KCNQ1,GNA15,CASP8,LPAR2,CD84,STK10,STXBP2,APBB1IP,PTPRC,MGST2,LAT2,FXYD5,GMIP,RGS1,CMTM6,BLNK,TREM2,IL12RB1,KCNK6,CYTH4,NCF4,CTSZ,HCK,MSLN,ATP8B4,BMF,GSDMD,CD37,LILRA1,RASAL3,EBI3,SLC1A5,TGFB1,CD33,TGFBR1,DOCK8,IL10RA,TCIRG1,CLEC2B,SELPLG,LY86,C7,CD86,WNT5A,GNAI2,PLEK,NCF2,VAMP8,CSF3R,KCNJ5,TGFBI,ADCY7,CCRL2,RAMP3,PLAU,NCKAP1L,BTN2A2,ABCC4,C3,VASP,HCST,CD68,RHBDF2,ATP8B3,PLVAP,CAP1,IL13RA1,LYVE1,CD164,FAM129A,LCP1,GYPC,TLR2,MYOF,LPAR6,ITGAX,IGSF6,ARRB2,VAV1,ATHL1,SIGLEC10,SLC2A5,CD53,FCGR2A,S100A8,LHFPL2,IQGAP2,RGS10,ST14,FCGR1A,CACNA2D4,KCNK13,DISP1,LY96,SAMSN1,SLC7A7,PIK3AP1,SLC26A2,SLA,DRAM2,SUSD3,NCF1,FCER1G,ITGB2,TREML1,ASGR2,LAPTM5,ARHGAP25,PLB1,CCR1,SPRY1,SYTL3,SYK,CYBB,FOLR2,B2M,GNGT2,LAIR1,CD300A,CX3CR1,ADRB2,P2RY12,PTAFR,ITGAM,SLC16A5,CD14,AKAP13,FPR1,GPR34,RGS19,RASGRP4,C3AR1,CLEC7A,IL16,OLR1,GPR160,TLR10,TLR1,CMKLR1,TBC1D10C,KCNE3,CD163,IL17RA,FZD2,HCLS1,P2RY13,CSF1R,TMEM119,GPR132,ADAP2,LPAR5,APOBR,EVI2B,BTN3A2,LILRB4,TLR5,CARD9,SELL,HLA-DRB1,TLR7,HLA-DQA1,CASP4,SPN,PLCG2,FCGR1B,CSF2RA,TGM2,FCGR3A,HLA-DOA,HLA-DMA,HLA-DRA,AIF1,LILRB3,HLA-F,IGHG1,HLA-DPB1,HLA-DPA1,HLA-B,NFAM1,LILRA2,CD302,HLA-DMB,NME2,ECSCR,LYN,SIGLEC14,ADORA3",2.07779832322015
"2035","yellow",TRUE,5.1e-25,3333,457,186,0.407,0.056,"GO:0031982","CC",16,"vesicle",1,"FGR,ABCB4,ITGAL,SCIN,CD79B,STAB1,CD4,PTBP1,TYROBP,ALOX5,WAS,SLC11A1,CD74,RNASET2,TNFRSF1B,GRN,MSR1,CP,CYBA,KCNQ1,LPAR2,CTSA,CNN2,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,LYZ,CMTM6,PTGS1,TSPO,NCF4,PYGL,RIN3,CTSZ,MYL12A,PARP4,PYCARD,ATP8B4,GSDMD,MAN2B1,CD37,RASAL3,SLC1A5,TGFB1,CD33,CPVL,SYNGR2,FAM20A,CTSC,UNC93B1,TCIRG1,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,GNLY,NCF2,OLFML3,RAB32,VAMP8,NPC2,TGFBI,PLAU,ARHGAP9,NCKAP1L,F13A1,RREB1,ABCC4,C3,VASP,FGL2,CD68,PLVAP,ARPC1B,GMFG,CAP1,CHIT1,TPT1,LYVE1,RPS15A,DOCK2,CD164,FAM129A,LCP1,TLR2,MYOF,SCAMP2,ITGAX,ARRB2,SLC2A5,CD53,FCGR2A,S100A8,PLAC8,LHFPL2,IQGAP2,GBGT1,RSU1,FERMT3,FCGR1A,LY96,SLC26A2,HIST1H2BD,NCF1,FCER1G,ITGB2,HK3,ARPC5,CTSS,S100A11,MNDA,ANXA5,SYTL3,CTSB,SYK,FBP1,CYBB,TMEM52B,SPINT1,C2,B2M,SNX20,LAIR1,CD300A,TMC8,ADRB2,RNASE2,RNASE3,PTAFR,RNASE6,ITGAM,CD14,OSCAR,FPR1,RGS19,C3AR1,HPSE,OLR1,TBC1D10C,KCNE3,CD163,FZD2,LILRB4,SELL,RPL14,HLA-DRB1,TLR7,HLA-DQA1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,PLCG2,FCGR1B,TOR4A,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,LILRB3,HLA-F,CFI,TMSB4X,IGHG1,HLA-DPB1,HLA-DPA1,HLA-B,APOC2,NFAM1,NME2,LYN,SIGLEC14,IKBKE,HIST2H2AA4,CYFIP1,HIST1H2AE",2.6951949366212
"2036","yellow",TRUE,1.35e-09,2151,457,110,0.241,0.051,"GO:1903561","CC",16,"extracellular vesicle",2,"FGR,ABCB4,ITGAL,SCIN,CD79B,PTBP1,WAS,CD74,RNASET2,GRN,CP,CTSA,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,LYZ,PTGS1,TSPO,PYGL,CTSZ,MYL12A,PARP4,MAN2B1,CD37,RASAL3,SLC1A5,CPVL,SYNGR2,FAM20A,CTSC,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,OLFML3,VAMP8,NPC2,TGFBI,PLAU,NCKAP1L,RREB1,C3,VASP,FGL2,PLVAP,ARPC1B,CAP1,TPT1,LYVE1,RPS15A,DOCK2,FAM129A,LCP1,MYOF,SCAMP2,SLC2A5,CD53,S100A8,IQGAP2,RSU1,FERMT3,SLC26A2,HIST1H2BD,ITGB2,ARPC5,S100A11,MNDA,ANXA5,CTSB,FBP1,TMEM52B,SPINT1,C2,B2M,CD300A,TMC8,RNASE2,ITGAM,CD14,OSCAR,LILRB4,RPL14,HLA-DRB1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,PLCG2,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,CFI,IGHG1,HLA-B,NME2,LYN,HIST2H2AA4,CYFIP1,HIST1H2AE",3.19352709072738
"2037","yellow",TRUE,1.71e-09,2130,457,109,0.239,0.051,"GO:0070062","CC",16,"extracellular exosome",3,"FGR,ABCB4,ITGAL,SCIN,CD79B,PTBP1,WAS,CD74,RNASET2,GRN,CP,CTSA,YBX1,PABPC1,STK10,STXBP2,PTPRC,LAT2,LYZ,PTGS1,TSPO,PYGL,CTSZ,MYL12A,PARP4,MAN2B1,CD37,RASAL3,SLC1A5,CPVL,SYNGR2,FAM20A,CTSC,KRT18,ARHGDIB,PTPN6,C7,H2AFY,CD86,WNT5A,GNAI2,VAMP8,NPC2,TGFBI,PLAU,NCKAP1L,RREB1,C3,VASP,FGL2,PLVAP,ARPC1B,CAP1,TPT1,LYVE1,RPS15A,DOCK2,FAM129A,LCP1,MYOF,SCAMP2,SLC2A5,CD53,S100A8,IQGAP2,RSU1,FERMT3,SLC26A2,HIST1H2BD,ITGB2,ARPC5,S100A11,MNDA,ANXA5,CTSB,FBP1,TMEM52B,SPINT1,C2,B2M,CD300A,TMC8,RNASE2,ITGAM,CD14,OSCAR,LILRB4,RPL14,HLA-DRB1,GAL3ST4,HIST1H4J,SERPINA1,SPN,CFD,PLCG2,NAGA,TGM2,FCGR3A,HIST2H2AA3,HIST2H2BF,HLA-DRA,CFI,IGHG1,HLA-B,NME2,LYN,HIST2H2AA4,CYFIP1,HIST1H2AE",3.21178426510394
"2038","yellow",TRUE,9.23e-26,1694,457,126,0.276,0.074,"GO:0097708","CC",16,"intracellular vesicle",2,"FGR,ITGAL,STAB1,CD4,TYROBP,ALOX5,SLC11A1,CD74,RNASET2,TNFRSF1B,GRN,MSR1,CYBA,KCNQ1,LPAR2,CTSA,CNN2,STK10,STXBP2,PTPRC,LYZ,CMTM6,NCF4,PYGL,RIN3,CTSZ,PYCARD,ATP8B4,GSDMD,MAN2B1,TGFB1,CD33,SYNGR2,CTSC,UNC93B1,TCIRG1,ARHGDIB,PTPN6,WNT5A,GNLY,NCF2,RAB32,VAMP8,NPC2,PLAU,ARHGAP9,NCKAP1L,F13A1,ABCC4,C3,FGL2,CD68,GMFG,CAP1,CHIT1,TPT1,DOCK2,CD164,TLR2,MYOF,SCAMP2,ITGAX,ARRB2,SLC2A5,CD53,FCGR2A,S100A8,PLAC8,LHFPL2,IQGAP2,FERMT3,FCGR1A,LY96,NCF1,FCER1G,ITGB2,HK3,ARPC5,CTSS,S100A11,MNDA,SYTL3,CTSB,SYK,CYBB,B2M,SNX20,LAIR1,CD300A,ADRB2,RNASE2,RNASE3,PTAFR,RNASE6,ITGAM,CD14,OSCAR,FPR1,RGS19,C3AR1,HPSE,OLR1,TBC1D10C,CD163,FZD2,SELL,HLA-DRB1,TLR7,HLA-DQA1,SERPINA1,CFD,FCGR1B,TOR4A,HLA-DRA,LILRB3,HLA-F,TMSB4X,HLA-DPB1,HLA-DPA1,HLA-B,APOC2,NFAM1,NME2,SIGLEC14,IKBKE,CYFIP1",NA
"2039","yellow",TRUE,0.000265,24,457,8,0.018,0.333,"GO:0098553","CC",16,"lumenal side of endoplasmic reticulum membrane",1,"CD74,HLA-DRB1,HLA-DQA1,HLA-DRA,HLA-F,HLA-DPB1,HLA-DPA1,HLA-B",7.80546007166629
"2040","yellow",TRUE,0.000265,24,457,8,0.018,0.333,"GO:0071556","CC",16,"integral component of lumenal side of endoplasmic reticulum membrane",2,"CD74,HLA-DRB1,HLA-DQA1,HLA-DRA,HLA-F,HLA-DPB1,HLA-DPA1,HLA-B",7.80546007166629
"2041","yellow",TRUE,1.04e-05,9648,457,308,0.674,0.032,"GO:0005737","CC",16,"cytoplasm",1,"FGR,ABCB4,ITGAL,SCIN,CD79B,STAB1,CD4,BTK,TYROBP,ALOX5,WAS,SLC11A1,CD74,DEF6,RNASET2,TNFRSF1B,GRN,MSR1,ADAM28,LCP2,CP,HERPUD1,CYBA,KCNQ1,TBXAS1,CASP8,LPAR2,CTSA,CNN2,YBX1,SP100,PABPC1,STK10,ALPK1,DHRS9,PTGS2,ST6GAL1,ARHGAP15,STXBP2,APBB1IP,MKNK1,PTPRC,MGST2,LPCAT2,RPL6,GMIP,ARHGAP4,RGS1,LYZ,CMTM6,PTGS1,BLNK,CYTH4,TSPO,NCF4,PYGL,RIN3,NFATC2,CTSZ,HCK,MYL12A,TNFSF13B,PARP4,MSLN,PYCARD,ATP8B4,BMF,GSDMD,MAN2B1,MAP4K1,RASAL3,EBI3,TGFB1,DENND3,CD33,AKNA,DOCK8,MAP3K8,SYNGR2,ABI3,FAM20A,CTSC,UNC93B1,SLC15A3,TCIRG1,KRT18,SH2B3,OAS2,ARHGDIB,PTPN6,DSE,TRIM38,ST8SIA4,WNT5A,GNAI2,DOK1,GNLY,PLEK,NCF2,PLA2G4A,RPS6KA1,RAB32,VAMP8,NPC2,TGFBI,ADCY7,PLBD1,FMOD,RAMP3,PLAU,ARHGAP9,NCKAP1L,F13A1,RREB1,RUNX2,ABCC4,C3,VASP,FGD3,FGL2,IRF5,CD68,RIPK3,TEP1,RHBDF2,SAT1,APOC1,ATP8B3,ARPC1B,GMFG,CAP1,ALOX5AP,CHIT1,TPT1,GIMAP4,RPS15A,DOCK2,CD164,USP15,FAM129A,LCP1,CIDEB,MTHFS,GYPC,RPS6,TLR2,MYO7A,CASP1,PLCB2,MYOF,SCAMP2,ITGAX,ZFHX3,IRF8,ARRB2,PIK3R5,VAV1,ATHL1,SLC2A5,CD53,FCGR2A,S100A8,PLAC8,LHFPL2,IQGAP2,TNFAIP8,FGD2,DOCK11,MRRF,GBGT1,RSU1,RGS10,FERMT3,FCGR1A,IL18,RILPL2,ACAD8,ACSL1,LY96,PIK3AP1,CLIC2,BATF,DRAM2,HIST1H2BD,NCF1,DUSP23,FCER1G,RUNX1,ARHGAP27,M1AP,ITGB2,HK3,NAGS,ASGR2,LAPTM5,ARPC5,MEMO1,HPGDS,CTSS,TNFAIP8L2,S100A11,ARHGAP25,MNDA,IFI16,HPS3,SPRY1,RNF123,ANXA5,SYTL3,CTSB,SYK,TMEM71,FBP1,CYBB,PLD4,B2M,SNX20,CYP2S1,LAIR1,CD300A,TMC8,RAB3IL1,REEP4,INPP5D,LGALS9,ADRB2,RNASE2,RNASE3,PTAFR,RNASE6,ITGAM,CD14,AKAP13,OSCAR,FPR1,RGS19,RASGRP4,COL8A2,C3AR1,ZNF217,SPTLC3,IL16,HPSE,OLR1,NABP1,TLR1,TBC1D10C,KCNE3,CABP4,UCP2,B3GNT5,CD163,ZC3H12D,FZD2,HCLS1,RNF135,TMEM50A,ADAP2,ARHGAP30,CARD9,SELL,RPL14,HLA-DRB1,TLR7,HLA-DQA1,CASP4,SERPINA1,PELI1,CFD,HIST1H2BK,PLCG2,FCGR1B,TOR4A,UBE2J1,CES1,RPL39,NAGA,TGM2,HIST2H2BF,HLA-DOA,HLA-DMA,HLA-DRA,AIF1,LST1,LILRB3,HLA-F,TMSB4X,DENND1C,SIPA1,HMSD,HLA-DPB1,HLA-DPA1,GPX1,HLA-B,APOC2,NFAM1,CD302,HLA-DMB,NME2,APOBEC3C,ECSCR,LYN,SIGLEC14,TRIM34,IKBKE,CYFIP1,PIK3R6,CCL3",1.14744902579554
"2042","yellow",TRUE,5.17e-08,8577,457,290,0.635,0.034,"GO:0044444","CC",16,"cytoplasmic part",2,"FGR,ABCB4,ITGAL,SCIN,CD79B,STAB1,CD4,BTK,TYROBP,ALOX5,WAS,SLC11A1,CD74,DEF6,RNASET2,TNFRSF1B,GRN,MSR1,ADAM28,LCP2,CP,HERPUD1,CYBA,KCNQ1,TBXAS1,CASP8,LPAR2,CTSA,CNN2,YBX1,PABPC1,STK10,DHRS9,PTGS2,ST6GAL1,ARHGAP15,STXBP2,APBB1IP,MKNK1,PTPRC,MGST2,LPCAT2,RPL6,GMIP,ARHGAP4,RGS1,LYZ,CMTM6,PTGS1,BLNK,CYTH4,TSPO,NCF4,PYGL,RIN3,NFATC2,CTSZ,HCK,MYL12A,TNFSF13B,PARP4,MSLN,PYCARD,ATP8B4,BMF,GSDMD,MAN2B1,RASAL3,EBI3,TGFB1,DENND3,CD33,AKNA,DOCK8,MAP3K8,SYNGR2,FAM20A,CTSC,UNC93B1,SLC15A3,TCIRG1,KRT18,SH2B3,OAS2,ARHGDIB,PTPN6,DSE,TRIM38,ST8SIA4,WNT5A,GNAI2,DOK1,GNLY,PLEK,NCF2,PLA2G4A,RPS6KA1,RAB32,VAMP8,NPC2,TGFBI,ADCY7,PLBD1,FMOD,RAMP3,PLAU,ARHGAP9,NCKAP1L,F13A1,RUNX2,ABCC4,C3,VASP,FGD3,FGL2,IRF5,CD68,RIPK3,RHBDF2,SAT1,APOC1,ATP8B3,ARPC1B,GMFG,CAP1,ALOX5AP,CHIT1,TPT1,GIMAP4,RPS15A,DOCK2,CD164,USP15,FAM129A,LCP1,CIDEB,MTHFS,GYPC,RPS6,TLR2,MYO7A,CASP1,PLCB2,MYOF,SCAMP2,ITGAX,IRF8,ARRB2,PIK3R5,VAV1,ATHL1,SLC2A5,CD53,FCGR2A,S100A8,PLAC8,LHFPL2,IQGAP2,FGD2,DOCK11,MRRF,GBGT1,RSU1,RGS10,FERMT3,FCGR1A,IL18,RILPL2,ACAD8,ACSL1,LY96,PIK3AP1,DRAM2,HIST1H2BD,NCF1,FCER1G,RUNX1,ARHGAP27,ITGB2,HK3,NAGS,ASGR2,LAPTM5,ARPC5,MEMO1,HPGDS,CTSS,S100A11,ARHGAP25,MNDA,IFI16,HPS3,SPRY1,RNF123,ANXA5,SYTL3,CTSB,SYK,TMEM71,FBP1,CYBB,PLD4,B2M,SNX20,CYP2S1,LAIR1,CD300A,TMC8,RAB3IL1,REEP4,INPP5D,LGALS9,ADRB2,RNASE2,RNASE3,PTAFR,RNASE6,ITGAM,CD14,AKAP13,OSCAR,FPR1,RGS19,RASGRP4,COL8A2,C3AR1,ZNF217,SPTLC3,IL16,HPSE,OLR1,NABP1,TLR1,TBC1D10C,CABP4,UCP2,B3GNT5,CD163,ZC3H12D,FZD2,HCLS1,RNF135,TMEM50A,ADAP2,ARHGAP30,CARD9,SELL,RPL14,HLA-DRB1,TLR7,HLA-DQA1,CASP4,SERPINA1,PELI1,CFD,HIST1H2BK,PLCG2,FCGR1B,TOR4A,CES1,RPL39,TGM2,HIST2H2BF,HLA-DOA,HLA-DMA,HLA-DRA,AIF1,LST1,LILRB3,HLA-F,TMSB4X,DENND1C,SIPA1,HLA-DPB1,HLA-DPA1,GPX1,HLA-B,APOC2,NFAM1,CD302,HLA-DMB,NME2,ECSCR,LYN,SIGLEC14,TRIM34,IKBKE,CYFIP1,PIK3R6,CCL3",1.41169016510702
